id,name,price,quantity,discount,priority,productType,type,imageUrl,description,createdAt,updatedAt,code
cmdv21l19000wvwq4z7496tnz,"BUFFER PH 7,00 - 250 CM3",11629,250 cm3,No,0,Insumo,Elemento,no-imagen,Solución Buffer para calibrar pHmetros digitales.,2025-08-03 02:21:05.085,2025-08-03 02:19:57.088,36
cmdxgr1ba0000vwrsq3qpd8h6,"CANILLA DOBLE ACC. ESPIGA, SHANK DE 11CM",61038,1,No,0,Insumo,Elemento,no-imagen,Cuerpo de latón y shank de acero inoxidable. Largo total del shank 11cm (Para pared de máximo 5cm) Diam. Shank 5/8 pulgadas. Incluye manija plastica y acomple rapido para manguera de 3/8 pulgadas.,2025-08-04 18:48:19.558,2025-08-04 18:45:55.903,761
cmdxgsk100001vwrsgis6fliq,"CANILLA DOBLE ACC. ESPIGA, SHANK DE 8,5CM",57224,1,No,0,Insumo,Elemento,no-imagen,Cuerpo de latón y shank de acero inoxidable. Largo total del shank 8cm (Para pared de máximo 4cm) Diam. Shank 5/8 pulgadas. Incluye manija plastica y acomple rapido para manguera de 3/8 pulgadas.,2025-08-04 18:49:30.468,2025-08-04 18:48:21.468,760
cmdxgtypw0002vwrszdu8wgrd,"CANILLA SIMPLE ACC. ESPIGA, SHANK 8.5",42574,1,No,0,Insumo,Elemento,no-imagen,Cuerpo de latón y shank de acero inoxidable. Incluye manija plastica y espiga.,2025-08-04 18:50:36.165,2025-08-04 18:49:32.612,759
cmdxgvye70003vwrs313pgmv5,CARBONATO DE CALCIO X 1 KG,20792,1 Kg,No,0,Ingrediente,Ingrediente,no-imagen,"Sal empelada para mejorar la floculación de proteínas y taninos durante el hervido, elevar el Ph y optimizar la actividad de las levaduras en la fermentación.",2025-08-04 18:52:09.056,2025-08-08 20:18:55.244,731
cmdxgykb90004vwrss025w6ns,CARBONATO DE CALCIO X 100 GRS,972,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,"Sal empelada para mejorar la floculación de proteínas y taninos durante el hervido, elevar el Ph y optimizar la actividad de las levaduras en la fermentación.",2025-08-04 18:54:10.773,2025-08-08 20:18:55.244,38
cmdxh1w1j0005vwrsjxrkvps3,"CARCASA DE 10"" PARA FILTRO",63830,1,No,0,Insumo,Elemento,no-imagen,Carcasa de 10 pulgadas para filtro que puede ser usado para el filtrado de agua (con diferentes filtros según el agua que tenga) como así también para la cerveza en volúmenes bajo.,2025-08-04 18:56:45.943,2025-08-04 18:54:12.172,39
cmdxh59400006vwrsqasn6hqf,CARTUCHO DE CELULOSA - 10 MICRONES - FILTRO,11561,1,No,0,Insumo,Elemento,no-imagen,"Cartucho de celulosa 10 Micrones de granulometría, para el filtrado de la bebida.",2025-08-04 18:59:22.849,2025-08-04 18:57:45.86,43
cmdynd9vr0000vw6kwejp0v08,CARTUCHO DE CELULOSA - 20 MICRONES - FILTRO,11561,1,No,0,Insumo,Elemento,no-imagen,"Cartucho de celulosa 20 Micrones de granulometría, para el filtrado de la bebida.",2025-08-05 14:41:20.967,2025-08-05 14:39:30.298,44
cmdynfj730001vw6kruhsr2sp,CARTUCHO DE CELULOSA - 5 MICRONES - FILTRO,11561,1,No,0,Insumo,Elemento,no-imagen,"Cartucho de celulosa 5 Micrones de granulometría, para el filtrado de la bebida.",2025-08-05 14:43:06.352,2025-08-05 14:41:27.8,45
cmdynhmu40002vw6kpduypty3,CEPILLO PARA AIRLOCKS,1217,1,No,0,Insumo,Limpieza,no-imagen,Para limpiar trampas de aire.,2025-08-05 14:44:44.381,2025-08-08 19:18:53.027,52
cmdynk07a0003vw6k13zpnr92,CEPILLO PARA FERMENTADORES - NYLON,9198,1,No,0,Insumo,Limpieza,no-imagen,Para limpiar fermentadores.,2025-08-05 14:46:35.014,2025-08-08 19:18:53.027,55
cmdyny9rz0004vw6kbfk9rl78,CERVEZA OKCIDENTA BIERE DE GARDE BARRICAS,9654,Barrica,No,0,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 14:57:40.608,2025-08-08 15:46:58.774,657
cmdyo02d70005vw6k27bqcy9w,CERVEZA OKCIDENTA BIERE DE GARDE BARRICAS,10129,Barrica,No,0,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 14:59:04.15,2025-08-08 15:46:58.774,715
cmdyo2gr00006vw6kx4m4bp4o,CERVEZA OKCIDENTA JOYA PERDIDA BARLEY WINE BARRICAS,9654,Barrica,No,0,Cerveza,Desconocido,no-imagen,"Una Barrel Aged Barley Wine que tuvo 48 meses de añejamiento en barrica de roble francés. Presenta un color ámbar profundo y destellos rubies. En aroma se perciben delicadas notas de roble y vainilla, junto a un muy complejo carácter maltoso, acaramelado y frutal. En boca presenta un suave dulzor de malta que balancea el limpio amargor. El prolongado añejamiento ha sabido suavizar todas las aristas de la cerveza original, dándole un paladar aterciopelado que finaliza con una agradable y permanente tibieza alcohólica.",2025-08-05 15:00:56.269,2025-08-08 15:46:58.774,656
cmdyo6r8c0007vw6k620f02uq,CERVEZA OKCIDENTA NUEVO HORIZONTE BRETT SAISON BARRICAS,9654,Barrica,No,0,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 15:04:16.476,2025-08-08 15:46:58.774,655
cmdyo8qqy0008vw6k1cyr104n,CERVEZA OKCIDENTA ORDEN PARALELO AMERICAN BARLEY WINE BARRICAS,9654,Barrica,No,0,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 15:05:49.162,2025-08-08 15:46:58.774,714
cmdyoausx0009vw6kiri7erxg,CHIPS DE ROBLE FRANCES TM X100GR,3247,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,"Chips de roble francés, de tueste medio y fuerte, que aportan sabor, color y aroma a nuestros mostos, ya sea de cervezas o vinos.",2025-08-05 15:07:27.73,2025-08-08 20:18:55.244,737
cmdyocost000avw6k8f2uzjxu,CHOPERA PET TOTALMAQ 5 L. CON CANILLA E INFLADOR,49974,1,No,0,Insumo,Elemento,no-imagen,"Las Choperas Pet son un producto LISTO PARA USAR, que incluye la canilla, el inflador, la manguera y la tapa a rosca. No necesitas nada mas para usarla. Su cabezal de polipropileno y envase Pet, hacen que sea la opción mas económica para servir tu cerveza en cualquier evento. Mantiene la presión en su interior gracias a su válvula antirretorno en la entrada de aire o gas. Pudiendo armar tu chopera de una manera fácil y económica y 100% reutilizable.",2025-08-05 15:08:53.262,2025-08-05 15:07:29.703,635
cmdyoe5y8000bvw6k9fcqmni2,CLIP DE SEGURIDAD,321,1,No,0,Insumo,Elemento,no-imagen,No disponible.,2025-08-05 15:10:02.145,2025-08-05 15:18:22.65,767
cmdyosl9d000cvw6kmxj6iids,CLORURO DE CALCIO X 100 GRS,569,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,Sal utilizada para introducir dureza e iones de cloruro.,2025-08-05 15:21:15.169,2025-08-08 20:18:55.244,63
cmdyouc6d000dvw6kmu605rxw,CLORURO DE SODIO X 100 GRS,887,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,Sal para corregir el agua aportándole cloruros y sodio.,2025-08-05 15:22:36.709,2025-08-08 20:18:55.244,65
cmdyowoht000evw6kop1qip2k,COAGULANTE EN POLVO PARA QUESOS CUAJO,6130,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,"Este coagulante es la elección perfecta para los amantes de los productos lácteos artesanales. Con la reconocida calidad de la marca La Vaca, este producto no es libre de lactosa y tampoco es vegano, lo que lo hace ideal para recetas tradicionales que requieren ingredientes auténticos. Presentado en un práctico sobre, este coagulante viene en un formato de 100g, perfecto para experimentar en la cocina sin desperdiciar. Cada envase contiene una unidad, lo que te permite controlar la cantidad que usas y asegurar la frescura en cada uso. Con 'La Vaca Coagulante De La Leche Uso Domestico', transforma la leche en deliciosas creaciones caseras con facilidad y confianza.",2025-08-05 15:24:25.986,2025-08-08 20:18:55.244,745
cmdyp118w000fvw6kdbhb93a7,CONECTOR BALL LOCK GAS - ESPIGA NACIONAL,9883,1,No,0,Insumo,Elemento,no-imagen,	Conector ball lock para gas con espiga importado. Conector para barril tipo cornelius. Los barriles Cornelius vienen en estilos de bloqueo de pasador y bloqueo de bola y ambos son bastante útiles para los cerveceros caseros. Estos barriles tienen conexiones independientes para gas y cerveza. Este dispositivo de desconexión con cierre de bola para gas encaja perfectamente en la entrada de gas. Conecte una manguera de gas adecuada al extremo dentado de 1/4″ y la línea de gas estará lista. La base y la parte superior de color gris permiten identificar fácilmente que este dispositivo de desconexión con cierre de bola es solo para el lado del gas.,2025-08-05 15:27:49.137,2025-08-05 15:24:53.091,67
cmdyp5iw9000gvw6kau97csiq,CONECTOR BALL LOCK LIQUIDO - ESPIGA NACIONAL,9883,1,No,0,Insumo,Elemento,no-imagen,Conector ball lock para líquido color negro con espiga para salida de cerveza. Tiene en la salida un conducto (espiga) para acoplar manguera de 6 mm de cristal y abrazadera ya sea para conectar a una chopera o tan solo a una canilla. Industria nacional.,2025-08-05 15:31:18.633,2025-08-05 15:28:09.379,71
cmdyp7sru000hvw6k8lop7xqd,CONECTOR G ACERO INOX. CON ESPIGAS,67601,1,No,0,Insumo,Elemento,no-imagen,Conector G de acero inoxidable para barriles de cerveza con Válvula de alivio. Incluye espigas tanto para liquido como para gas.,2025-08-05 15:33:04.747,2025-08-05 15:31:20.268,762
cmdypaa14000ivw6kfafjge8m,DEFLECTOR PARA LAVADO DE GRANOS - SPARGE,19964,1,No,0,Insumo,Limpieza,no-imagen,Una única entrada golpea en el disco sobre la cama de granos. Distribuye el agua de lavado de manera suave y uniforme. Ayuda a extraer la mayor cantidad de azúcares sin extraer taninos.,2025-08-05 15:35:00.424,2025-08-08 19:18:53.027,632
cmdypcqx3000jvw6kywwbmrsb,DETERGENTE ACIDO LIQUIDO X 1 LT - FE112C,11492,1 lt,No,0,Insumo,Limpieza,no-imagen,"El detergente ácido líquido remueve incrustaciones calcáreas (sarro) de los equipos. Abrillanta el Acero Inoxidable, mejorando su aspecto y durabilidad. Combina acción detersiva y ácida dando un alto poder de penetración. Produce soluciones límpidas. Puede usarse en aguas duras. No está recomendado su uso en materiales como el Aluminio o Cobre.",2025-08-05 15:36:55.623,2025-08-08 19:18:53.027,99
cmdypg0dp000kvw6khp1w32u2,DETERGENTE ALCALINO EN POLVO FE 129,8730,1,No,0,Insumo,Limpieza,no-imagen,Detergente Alcalino en Polvo apto para limpieza profunda y remoción de residuos sólidos en ollas y recipientes. Especialmente efectivo para la remoción de óxido y suciedad en una sola operación. No apto para Aluminio o Cobre.,2025-08-05 15:39:27.853,2025-08-08 19:18:53.027,755
cmdypkbpu000lvw6ka5c6d6v0,DETERGENTE NEUTRO P/ ALUMINIO X 1 KG - FE105,9229,1 kg,No,0,Insumo,Limpieza,no-imagen,"Limpiador de Servicio General apto para ser utilizado en Aluminio. Polvo de Color Blanco con una Alcalinidad total de 32% como óxido de sodio. Ideal para limpieza de equipos cerveceros, fermentadores, botellas, etc.",2025-08-05 15:42:49.171,2025-08-08 19:18:53.027,106
cmdypmtvq000mvw6kg1fjd615,DOSIFICADOR DE AZUCAR - 3 MEDIDAS,2380,1,No,0,Insumo,Elemento,no-imagen,"Dosificador de azúcar con tres medidas para botellas de 330 cc, 500 cc y 750 cc.",2025-08-05 15:44:46.022,2025-08-05 15:42:50.986,113
cmdypp0ma000nvw6kpvtd4vqj,ESCUDO DEL TIEMPO - MALTA NULL LOX,2552,1,No,0,Ingrediente,Malta,no-imagen,"Una nueva malta pilsen nacional, que puede ser utilizada como base para todos los estilos. Sus atributos dominantes son el cereal y lo maltoso. Hecha con una variedad específica de cebada argentina de 2 hileras que por sus características únicas reduce sustancialmente la acción de la enzima lipoxigenasa. Esta enzima es la responsable de la producción de rancidez u oxidación del acido linoleico, el cual se evidencia por la presencia del trasn 2-nonenal , normalmente asociado a la oxidación. Gracias a esto prolonga sustancialmente la duración de su cerveza, protegiendo el sabor y la calidad.",2025-08-05 15:46:28.066,2025-08-08 20:20:17.186,780
cmdzy77nm0000vw44k46pwekp,FILTRO DISCO PARA CERVEZA,70782,1,No,0,Insumo,Elemento,no-imagen,"Filtro Disco para Cerveza, de origen italiano. Funciona con gravedad y es ideal para equipos de hasta 60 litros.",2025-08-06 12:32:20.099,2025-08-06 12:30:42.753,136
cmdzy9ds40001vw44pyvl8xtw,GELATINA CLARIFICANTE PARA BEBIDAS X 100 GRS.,4554,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,Gelatina Clarificante en frío para Cerveza. Ayuda a precipitar levaduras. Se agrega en el momento de la maduración. Reduce el tiempo de almacenamiento en frío.,2025-08-06 12:34:01.349,2025-08-08 20:18:55.244,140
cmdzyb5050002vw44170td43k,GYPSUM X 100 GRS. - SULFATO DE CALCIO,2253,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,"El sulfato de Calcio o Gypsum es un aditivo utilizado para endurecer el agua, bajar el Ph y favorecer la floculación de las levaduras en la fermentación.",2025-08-06 12:35:23.285,2025-08-08 20:18:55.244,142
cmdzyg2hq0003vw447zhtl4um,INTI BLONDE ALE COQUENA SIN TACC,3815,Inti,No,0,Cerveza,Blonde,no-imagen,"Ale de color amarillo dorado, cuerpo liviano y amargor bajo con toque de pan tostado y biscocho. Fermentada elaborada con maltas libres de gluten.",2025-08-06 12:39:13.31,2025-08-08 15:46:58.774,775
cmdzyl04i0004vw447ousc4zh,INTI CERVEZA IRISH RED SALAMANCA SIN TACC,3815,Inti,No,0,Cerveza,Red,no-imagen,Fermentada elaborada con maltas libres de gluten.,2025-08-06 12:43:03.522,2025-08-08 15:46:58.774,777	
cmdzyq6b00005vw44hcwe7e2p,INTI CERVEZA PORTER ALAMAULA SIN TACC,3815,Inti,No,0,Cerveza,Porter,no-imagen,"De color marrón con carácter tostado y perfil chocolate, caramelo y malta. Fermentada elaborada con maltas libres de gluten.",2025-08-06 12:47:04.812,2025-08-08 15:46:58.774,776
cmdzyswiy0006vw44i3iyhqho,INTI CERVEZA SAISON JAZMIN Y MORAS SIN TACC,4578,Inti,No,0,Cerveza,Saison,no-imagen,Fermentada elaborada con maltas libres de gluten.,2025-08-06 12:49:12.107,2025-08-08 15:46:58.774,778
cmdzyvh4m0007vw44qk33c9c8,IRISH MOSS X 100 GRS.,4217,100 grs,No,0,Ingrediente,Ingrediente,no-imagen,El Irish Moss es un clarificante para ser agregado al mosto en el momento del hervor. Aumenta la coagulación de proteínas y ayuda a la formación del turbio caliente. Se debe agregar diluido en agua fria cuando resten 10 minutos para finalizar la hora del hervor.,2025-08-06 12:51:12.119,2025-08-08 20:18:55.244,678
cmdzywxce0008vw44afv5v2hy,JUNTA BLANCA P/FERMENTADOR TIPO ALL BEER,5568,1,No,0,Insumo,Elemento,no-imagen,Junta blanca que permite el cierre hermético en el Fermentador. Es de suma importancia para asegurar un buen funcionamiento de la levadura en el proceso de fermentación.,2025-08-06 12:52:19.791,2025-08-06 12:51:24.149,143
cmdzz20h50009vw448fgiz60t,KIT DE INSUMOS - ESTILO IPA ARGENTINA NACIONAL - 20 LITROS,18105,1,No,0,Kit,IPA,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: IPA. Dorada, amarga y fuerte. Mucha presencia a lúpulos tanto en olor como sabor.",2025-08-06 12:56:17.129,2025-08-06 12:52:48.965,644
cmdzz4bgc000avw44s88dppta,KIT DE INSUMOS - ESTILO AMERICAN PALE ALE APA - 20 LITROS,18064,1,No,0,Kit,APA,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: APA. Dorada con aroma a lúpulos frescos, algo frutal en boca y con amargor presente bien balanceado.",2025-08-06 12:58:04.668,2025-08-06 12:56:26.157,146
cmdzz73vt000bvw44hwt1wunz,KIT DE INSUMOS - ESTILO BOCK - 20 LITROS,14628,1,No,0,Kit,Lager,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Bock. Lager, carácter fuerte y malteado, con un sabor dulce y alcohol de moderado a alto. Color ámbar, espuma persistente.",2025-08-06 13:00:14.826,2025-08-06 12:58:06.597,779
cmdzz8sf1000cvw44vz55w7h4,KIT DE INSUMOS - ESTILO GOLDEN ALE - 20 LITROS,14627,1,No,0,Kit,Golden,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Golden. Dorada cristalina, suave, levemente cítrica y refrescante.",2025-08-06 13:01:33.278,2025-08-06 13:00:21.573,153
cmdzzaufd000dvw44p3xuxog3,KIT DE INSUMOS - ESTILO IRISH RED ALE - 20 LITROS,14541,1,No,0,Kit,Red,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Irish Red Ale. Roja, maltosa con notas a tostado y caramelo.",2025-08-06 13:03:09.194,2025-08-06 13:01:34.852,645
cmdzzd2ur000evw44squ8movo,KIT DE INSUMOS - ESTILO KOLSH - 20 LITROS,15707,1,No,0,Kit,Kolsh,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Kölsh. De caracter limpio y delicado, frutal y lupulada.",2025-08-06 13:04:53.427,2025-08-06 13:03:23.74,156
cmdzzepka000fvw44vplqu48u,KIT DE INSUMOS - ESTILO PORTER - 20 LITROS,15347,1,No,0,Kit,Porter,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Porter. Marrón intensa, notas a caramelo, chocolate, tostado y bizcocho con aroma terroso. Algo amarga.",2025-08-06 13:06:09.515,2025-08-06 13:04:55.025,160
cmdzzglqs000gvw44ohapzu1y,KIT DE INSUMOS - ESTILO SCOTTISH - 20 LITROS,14748,1,No,0,Kit,Scottish,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Scottish. Rojiza cristalina, notas a caramelo y toffee con algo de amargor.",2025-08-06 13:07:37.876,2025-08-06 13:06:11.012,162
cmdzzj8f5000hvw444m56azvs,KIT DE INSUMOS - ESTILO STOUT - 20 LITROS,14184,1,No,0,Kit,Stout,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Stout. Negra azabache de espuma densa, Notas a tostado, café, chocolate y torrado. Amarga y seca.",2025-08-06 13:09:40.577,2025-08-06 13:08:31.3,163
cmdzzlpka000ivw44ppgl6ivu,KIT DE INSUMOS - ESTILO WEISSBIER - 20 LITROS,14172,1,No,0,Kit,Weizen,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Weizen. Cerveza de trigo, espesa, amarillenta y opaca. Notas a clavo de olor y banana. Inicio algo dulce, amargor bajo y final seco.",2025-08-06 13:11:36.106,2025-08-06 13:10:35.644,166
cmdzzn6wn000jvw44l55lsotu,LACTOSA X 1 KG.,2346,1 kg,No,0,Ingrediente,Ingrediente,no-imagen,Azúcar no fermentable que otorga cuerpo y dulzor.,2025-08-06 13:12:45.239,2025-08-08 20:18:55.244,167
cmdzzq5wk000kvw44zd7je7sy,LEVADURA F-2 X 20 GRS. P/REFERMENTAR BOTELLA,8003,20 grs,No,0,Ingrediente,Levadura,no-imagen,"Seleccionada para fermentación secundaria en botellas y barriles. Asimila azúcares simples, como la glucosa, fructosa, sacarosa y maltosa. No obstante, asimila pequeñas cantidades de maltotriosa, caracterizándose por ser aromá-ticamente neutra, respetando el perfil sensorial de la cerveza base.",2025-08-06 13:15:03.909,2025-08-08 20:18:55.244,182
cmdzzs9uq000lvw44mt31hed9,LEVADURA LIQUIDA - AUGUSTINIAN LAW,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Lager de la región bavara, Alemania. Versátil que puede ser empleada para Helles, German Pils, Bock, Dunkel, etc. Otorga un perfil elegante y sutil pero al mismo tiempo cierta complejidad logrando cervezas lagers sumamente delicadas e interesantes.",2025-08-06 13:16:42.338,2025-08-08 20:18:55.244,751
cmdzztwvl000mvw445y35tw52,LEVADURA LIQUIDA - BERMONDSEY,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Inglesa, otorga un carácter único a cervezas lupuladas. Genera un gran balance entre su perfil frutal y el final dulce en la cerveza. Logra una sinergía única con los lúpulos en adiciones tardías, obteniendo notas cítricas, frutas tropicales, atributos muy característicos en IPAS y NEIPAs.",2025-08-06 13:17:58.833,2025-08-08 20:18:55.244,710
cmdzzvofn000nvw441v3xc7aw,LEVADURA LIQUIDA - HAROLDS CROSS,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Flagship para estilos Irlandeses, balance único para cervezas maltosas, pero al mismo tiempo secas, algo frutales y con una tomabilidad alta. Su amplio rango de temperatura permite encontrar perfiles de ésteres desde muy sutiles a muy pronunciados, proporcional al aumento de la temperatura de fermentación.",2025-08-06 13:19:21.204,2025-08-08 20:18:55.244,753
cmdzzxrje000ovw44le7o7ycw,LEVADURA LIQUIDA - LITHUANIAN FUNK,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa particular que combina el perfil farmhouse con ésteres de tipo cítricos, puede exhibir fenoles aunque en una intensidad baja. Ideal para la producción de estilos algo especiados y muy refrescantes. STA1+.",2025-08-06 13:20:58.539,2025-08-08 20:18:55.244,752
cme000r5s000pvw44gzqs0kmu,LEVADURA LIQUIDA - NOS PLANTARUM,9614,1,No,0,Ingrediente,Levadura,no-imagen,Blend de Lactobacillus para lograr un perfil de acidez único y a una velocidad muy alta. Permite emplearse en un amplio rango de temperaturas.,2025-08-06 13:23:18.016,2025-08-08 20:18:55.244,754
cme003g5l000qvw44t32fl9p5,LEVADURA LIQUIDA - SONORA AGAIN,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Lager, se destaca por producir cervezas considerablemente refrescantes de alta tomabilidad, chispeantes y con un crip muy agradable.",2025-08-06 13:25:23.722,2025-08-08 20:18:55.244,750
cme004l7x000rvw44d7ml4wcv,LEVADURA LIQUIDA - VANN KVEIK,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Kveik que logra cervezas limpias en temperaturas superiores, ideal para los que no tienen control de temperatura. De perfil Lager con su característico crisp y tomabilidad, sin los largos tiempos de espera.",2025-08-06 13:26:16.941,2025-08-08 20:18:55.244,723
cme005xb5000svw44nl9cfr7y,LEVADURA LIQUIDA - DRS FAVOURITE,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Lager alemana, logra perfiles sutiles con una performance extremadamente robusta. Super amigable para el trabajo en fábrica, por lo que es elegida como House Lager Strain en muchas cervecerías.",2025-08-06 13:27:19.266,2025-08-08 20:18:55.244,712
cme0079hs000tvw44h5m691m0,LEVADURA LIQUIDA - SAN LUIS OBISPO,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Californiana, perfil neutro y limpio, con una inoculación por sobre la media en comparación con sus similares. Esta cepa, puede producir cervezas que van desde cuerpo bajo a medio, un perfil de ésteres sutiles según la temperatura, pitchrate y oxigenación seleccionada. Excelente opción para IPAs, APAs Cream/Golden Ales, American Stouts, American Amber.",2025-08-06 13:28:21.712,2025-08-08 20:18:55.244,711
cme008xru000uvw44897e2q5s,LEVADURA S-04 X 100 GRS.,36334,100 grs,No,0,Ingrediente,Levadura,no-imagen,"Levadura English Ale, perfil de fermentación rápido. Notas afrutadas y florales bien equilibradas. Debido a su poder de floculación, tiende a producir cervezas con mayor claridad. Ideal para una amplia gama de ales americanas e inglesas incluidas las cervezas muy lupuladas y está especialmente adaptada a las cervezas acondicionadas en barril y a las fermentadas en tanques cilindro-cónicos.",2025-08-06 13:29:39.834,2025-08-08 20:18:55.244,192
cme00da3s000vvw442kpztgss,LEVADURA S-189 11 GRS.,5362,"11,5 grs",No,0,Ingrediente,Levadura,no-imagen,"De la cervecería Hürlimann en Suiza, esta cepa de levadura lager tiene un perfil que permite elaborar cervezas de sabor bastante neutro y muy bebibles. Dependiendo de las condiciones, suele presentar notables notas herbales y florales en las cervezas lager.",2025-08-06 13:33:02.272,2025-08-08 20:18:55.244,729
cme00fx4b000wvw44xny6f24l,LEVADURA S-33 SAFBREW X 100 GRS.,31709,100 grs,No,0,Ingrediente,Levadura,no-imagen,"Cepa con notas afrutadas, aporta una sensación en boca y cuerpo intensos a la cerveza. Ideal para cervezas belgas (estilos Rubia, Dubbel, Tripel, Quadrupel) y cervezas inglesas fuertes (ej. Stouts Imperiales). También es ideal para las IPAs de Nueva Inglaterra. Levadura con sedimentación media: no forma grumos sino una neblina pulverulenta cuando se resuspende en la cerveza.",2025-08-06 13:35:05.58,2025-08-08 20:18:55.244,732
cme00isq7000xvw44ocz58uv4,LEVADURA US-05 X 100 GRS,38372,100 grs,No,0,Ingrediente,Levadura,no-imagen,"De fermentación tipo Ale. Sirve para estilos americanos o cuando se desee aromas neutros a levadura. Levadura ale americana, que produce cervezas bien balanceadas, con baja concentración de diacetilo y un paladar final limpio y fresco. Forma una capa superficial y se caracteriza por permanecer en suspensión durante la fermentación. El rango de temperatura ideal para fermentar (según la web de Fermentis) es de 18°c a 28°c.",2025-08-06 13:37:19.855,2025-08-08 20:18:55.244,206
cme00l2a0000yvw44w5drxvt5,"LEVADURA WB-06 X 11,5 GRS",5025,"11,5 grs",No,0,Ingrediente,Levadura,no-imagen,Levadura seca de fermentación tipo Ale. Sirve para estilos de trigo como Belgian Wheat y Weissbier. Caracterizada particularmente por su alta atenuación. Produce notas sutiles de ésteres y fenoles típicos de las cervezas de trigo. Permite elaborar cervezas con un perfil de alta tomabilidad y presenta una gran capacidad de mantenerse en suspensión durante la fermentación.,2025-08-06 13:39:05.545,2025-08-08 20:18:55.244,215
cme00myrw000zvw44xrxsqjo1,LIBRO AGUA (JOHN PALMER Y COLIN KAMINSKI),31436,1,No,0,Otro,Libro,no-imagen,"Posiblemente, el agua sea el ingrediente más crítico y menos entendido de los involucrados en la producción de cerveza. Con Agua, Guía completa para la elaboración de cerveza, el último libro de la serie Brewing Elements, se elimina el misterio sobre el papel del agua en el proceso productivo. Desde una visión general sobre sus fuentes, cualidades y aspectos como la geografía, el libro nos enseña a leer un reporte de agua, entender sus contribuciones al sabor y los pormenores del tratamiento y la química del agua de elaboración. Los autores John Palmer y Colin Kaminski lideran una exposición sobre cómo ajustar el agua a los diferentes estilos de cerveza, y otros conceptos básicos como la alcalinidad residual, la acidez de la malta y el pH del mosto, e incluyen información sobre el tratamiento del agua de proceso de la cervecería y de las aguas residuales.",2025-08-06 13:40:34.317,2025-08-06 13:39:07.241,756
cme00o62a0010vw44m8cvi9ef,LIBRO CERVEZA PARA RATO (GUILLERMO HERRERA Y OTROS),31436,1,No,0,Otro,Libro,no-imagen,"Una guía esencial para los profesionales de la industria cervecera, centrada en la estabilización de la cerveza, un aspecto crucial para garantizar su calidad y durabilidad. Abarca todas las etapas del proceso, desde la gestión de materias primas hasta la producción, envasado, conservación y distribución, con un enfoque técnico y práctico. Con una estructura multidisciplinar, el texto analiza este desafío desde las perspectivas física, química y microbiológica, ofreciendo soluciones adaptables a diferentes contextos y necesidades.",2025-08-06 13:41:30.419,2025-08-06 13:40:37.593,757
