id,name,price,quantity,discount,priority,productType,type,imageUrl,description,createdAt,updatedAt,code,stock
cmdv1qzgj000rvwq4hoh2jhls,BOTELLA PET 0.5 LITROS,1223,1,No,1,Insumo,Envase,https://res.cloudinary.com/drh0qrube/image/upload/v1760558676/Botella_PET_0_5lt_con_Tapa_zzlhvu.jpg,Botellas plásticas reutilizables.,2025-08-03 02:12:50.563,2026-01-05 22:41:29.797,700,34
cmdv1sb74000svwq49k4wd01z,BOTELLA PET 1 LITRO,1190,1,No,1,Insumo,Envase,https://res.cloudinary.com/drh0qrube/image/upload/v1760558699/Botella-PET-1lt_-con-Tapa-_aa4buf.jpg,Botellas plásticas reutilizables,2025-08-03 02:13:52.432,2026-01-05 22:41:30.302,676,383
cmdv1xg02000uvwq4tr465uxv,BOTELLA PET 2 LITROS,1470,1,No,1,Insumo,Envase,https://res.cloudinary.com/drh0qrube/image/upload/v1760558699/Botella-PET-2lt_-con-Tapa-_ueu1zx.jpg,Botellas plásticas reutilizables.,2025-08-03 02:17:51.939,2026-01-05 22:41:30.807,725,45
cmdv1zvt1000vvwq49vnrw05l,"BUFFER PH 4,00 - 250 CM3",12066,250 cm3,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558699/Buffer-Ph4-250cm3-_c6eioo.jpg,Solución Buffer para calibrar pHmetros digitales.,2025-08-03 02:19:45.733,2026-01-05 22:41:31.976,35,5
cmdv21l19000wvwq4z7496tnz,"BUFFER PH 7,00 - 250 CM3",12902,250 cm3,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558593/Buffer-Ph7-250cm3-_g4pomz.jpg,Solución Buffer para calibrar pHmetros digitales.,2025-08-03 02:21:05.085,2026-01-05 22:41:32.478,36,2
cmdxgr1ba0000vwrsq3qpd8h6,"CANILLA DOBLE ACC. ESPIGA, SHANK DE 11CM",119995,1,No,1,Insumo,Elemento,no-imagen,Cuerpo de latón y shank de acero inoxidable. Largo total del shank 11cm (Para pared de máximo 5cm) Diam. Shank 5/8 pulgadas. Incluye manija plastica y acomple rapido para manguera de 3/8 pulgadas.,2025-08-04 18:48:19.558,2026-01-05 22:41:33.486,761,1
cmdxgsk100001vwrsgis6fliq,"CANILLA DOBLE ACC. ESPIGA, SHANK DE 8,5CM",112496,1,No,1,Insumo,Elemento,no-imagen,Cuerpo de latón y shank de acero inoxidable. Largo total del shank 8cm (Para pared de máximo 4cm) Diam. Shank 5/8 pulgadas. Incluye manija plastica y acomple rapido para manguera de 3/8 pulgadas.,2025-08-04 18:49:30.468,2026-01-05 22:41:33.988,760,1
cmdxgtypw0002vwrszdu8wgrd,"CANILLA SIMPLE ACC. ESPIGA, SHANK 8.5",47234,1,No,1,Insumo,Elemento,no-imagen,Cuerpo de latón y shank de acero inoxidable. Incluye manija plastica y espiga.,2025-08-04 18:50:36.165,2026-01-05 22:41:34.993,759,1
cmdxgvye70003vwrs313pgmv5,CARBONATO DE CALCIO X 1 KG,23068,1 Kg,No,1,Ingrediente,Ingrediente,no-imagen,"Sal empelada para mejorar la floculación de proteínas y taninos durante el hervido, elevar el Ph y optimizar la actividad de las levaduras en la fermentación.",2025-08-04 18:52:09.056,2026-01-05 22:41:35.495,731,1
cmdxgykb90004vwrss025w6ns,CARBONATO DE CALCIO X 100 GRS,1382,100 grs,No,1,Ingrediente,Ingrediente,no-imagen,"Sal empelada para mejorar la floculación de proteínas y taninos durante el hervido, elevar el Ph y optimizar la actividad de las levaduras en la fermentación.",2025-08-04 18:54:10.773,2026-01-05 22:41:35.998,38,1
cmdxh1w1j0005vwrsjxrkvps3,"CARCASA DE 10"" PARA FILTRO",70662,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558595/Carcasa-de-10-para-Filtro-_tbsrkl.jpg,Carcasa de 10 pulgadas para filtro que puede ser usado para el filtrado de agua (con diferentes filtros según el agua que tenga) como así también para la cerveza en volúmenes bajo.,2025-08-04 18:56:45.943,2026-01-05 22:41:36.5,39,2
cmdxh59400006vwrsqasn6hqf,CARTUCHO DE CELULOSA - 10 MICRONES - FILTRO,12798,1,No,1,Insumo,Elemento,no-imagen,"Cartucho de celulosa 10 Micrones de granulometría, para el filtrado de la bebida.",2025-08-04 18:59:22.849,2026-01-05 22:41:37.505,43,1
cmdynd9vr0000vw6kwejp0v08,CARTUCHO DE CELULOSA - 20 MICRONES - FILTRO,12798,1,No,1,Insumo,Elemento,no-imagen,"Cartucho de celulosa 20 Micrones de granulometría, para el filtrado de la bebida.",2025-08-05 14:41:20.967,2026-01-05 22:41:38.01,44,4
cmdynfj730001vw6kruhsr2sp,CARTUCHO DE CELULOSA - 5 MICRONES - FILTRO,12798,1,No,1,Insumo,Elemento,no-imagen,"Cartucho de celulosa 5 Micrones de granulometría, para el filtrado de la bebida.",2025-08-05 14:43:06.352,2026-01-05 22:41:38.512,45,1
cmdynhmu40002vw6kpduypty3,CEPILLO PARA AIRLOCKS,1347,1,No,1,Insumo,Limpieza,https://res.cloudinary.com/drh0qrube/image/upload/v1760558597/Cepillo-para-Airlock-_njzqo9.jpg,Para limpiar trampas de aire.,2025-08-05 14:44:44.381,2026-01-05 22:41:39.013,52,7
cmdynk07a0003vw6k13zpnr92,CEPILLO PARA FERMENTADORES - NYLON,10182,1,No,1,Insumo,Limpieza,https://res.cloudinary.com/drh0qrube/image/upload/v1760558597/Cepillo-Nylon-para-Fermentadores-_uts02b.jpg,Para limpiar fermentadores.,2025-08-05 14:46:35.014,2026-01-05 22:41:40.017,55,2
cmdyny9rz0004vw6kbfk9rl78,CERVEZA OKCIDENTA BIERE DE GARDE BARRICAS,12803,Barrica,No,1,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 14:57:40.608,2026-01-05 22:41:40.519,657,1
cmdyo02d70005vw6k27bqcy9w,CERVEZA OKCIDENTA BIERE DE GARDE BARRICAS,13433,Barrica,No,1,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 14:59:04.15,2026-01-05 22:41:41.02,715,1
cmdyo2gr00006vw6kx4m4bp4o,CERVEZA OKCIDENTA JOYA PERDIDA BARLEY WINE BARRICAS,12803,Barrica,No,1,Cerveza,Desconocido,no-imagen,"Una Barrel Aged Barley Wine que tuvo 48 meses de añejamiento en barrica de roble francés. Presenta un color ámbar profundo y destellos rubies. En aroma se perciben delicadas notas de roble y vainilla, junto a un muy complejo carácter maltoso, acaramelado y frutal. En boca presenta un suave dulzor de malta que balancea el limpio amargor. El prolongado añejamiento ha sabido suavizar todas las aristas de la cerveza original, dándole un paladar aterciopelado que finaliza con una agradable y permanente tibieza alcohólica.",2025-08-05 15:00:56.269,2026-01-05 22:41:41.522,656,1
cmdyo6r8c0007vw6k620f02uq,CERVEZA OKCIDENTA NUEVO HORIZONTE BRETT SAISON BARRICAS,12803,Barrica,No,1,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 15:04:16.476,2026-01-05 22:41:42.024,655,1
cmdyo8qqy0008vw6k1cyr104n,CERVEZA OKCIDENTA ORDEN PARALELO AMERICAN BARLEY WINE BARRICAS,12803,Barrica,No,1,Cerveza,Desconocido,no-imagen,No disponible.,2025-08-05 15:05:49.162,2026-01-05 22:41:42.526,714,1
cmdyoausx0009vw6kiri7erxg,CHIPS DE ROBLE FRANCES TM X100GR,5119,100 grs,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/drh0qrube/image/upload/v1760558598/Chips-de-Roble-Franc%C3%A9s-TM-100gr-_sdbjru.jpg,"Chips de roble francés, de tueste medio y fuerte, que aportan sabor, color y aroma a nuestros mostos, ya sea de cervezas o vinos.",2025-08-05 15:07:27.73,2026-01-05 22:41:43.028,737,1
cmdyocost000avw6k8f2uzjxu,CHOPERA PET TOTALMAQ 5 L. CON CANILLA E INFLADOR,55323,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558598/Chopera-PET-TotalMaq-5lt_-con-inflador-_tcyl14.jpg,"Las Choperas Pet son un producto LISTO PARA USAR, que incluye la canilla, el inflador, la manguera y la tapa a rosca. No necesitas nada mas para usarla. Su cabezal de polipropileno y envase Pet, hacen que sea la opción mas económica para servir tu cerveza en cualquier evento. Mantiene la presión en su interior gracias a su válvula antirretorno en la entrada de aire o gas. Pudiendo armar tu chopera de una manera fácil y económica y 100% reutilizable.",2025-08-05 15:08:53.262,2026-01-05 22:41:43.53,635,1
cmdyoe5y8000bvw6k9fcqmni2,CLIP DE SEGURIDAD,356,1,No,1,Insumo,Elemento,no-imagen,No disponible.,2025-08-05 15:10:02.145,2026-01-05 22:41:44.533,767,1
cmdyosl9d000cvw6kmxj6iids,CLORURO DE CALCIO X 100 GRS,1118,100 grs,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/drh0qrube/image/upload/v1760558600/Cloruro-de-Calcio-100gr-_yishuo.jpg,Sal utilizada para introducir dureza e iones de cloruro.,2025-08-05 15:21:15.169,2026-01-05 22:41:45.035,63,81
cmdyouc6d000dvw6kmu605rxw,CLORURO DE SODIO X 100 GRS,1744,100 grs,No,1,Ingrediente,Ingrediente,no-imagen,Sal para corregir el agua aportándole cloruros y sodio.,2025-08-05 15:22:36.709,2026-01-05 22:41:45.538,65,1
cmdyowoht000evw6kop1qip2k,COAGULANTE EN POLVO PARA QUESOS CUAJO,14425,100 grs,No,1,Ingrediente,Ingrediente,no-imagen,"Este coagulante es la elección perfecta para los amantes de los productos lácteos artesanales. Con la reconocida calidad de la marca La Vaca, este producto no es libre de lactosa y tampoco es vegano, lo que lo hace ideal para recetas tradicionales que requieren ingredientes auténticos. Presentado en un práctico sobre, este coagulante viene en un formato de 100g, perfecto para experimentar en la cocina sin desperdiciar. Cada envase contiene una unidad, lo que te permite controlar la cantidad que usas y asegurar la frescura en cada uso. Con 'La Vaca Coagulante De La Leche Uso Domestico', transforma la leche en deliciosas creaciones caseras con facilidad y confianza.",2025-08-05 15:24:25.986,2026-01-05 22:41:46.048,745,5
cmdyp118w000fvw6kdbhb93a7,CONECTOR BALL LOCK GAS - ESPIGA NACIONAL,10941,1,No,1,Insumo,Elemento,no-imagen,	Conector ball lock para gas con espiga importado. Conector para barril tipo cornelius. Los barriles Cornelius vienen en estilos de bloqueo de pasador y bloqueo de bola y ambos son bastante útiles para los cerveceros caseros. Estos barriles tienen conexiones independientes para gas y cerveza. Este dispositivo de desconexión con cierre de bola para gas encaja perfectamente en la entrada de gas. Conecte una manguera de gas adecuada al extremo dentado de 1/4″ y la línea de gas estará lista. La base y la parte superior de color gris permiten identificar fácilmente que este dispositivo de desconexión con cierre de bola es solo para el lado del gas.,2025-08-05 15:27:49.137,2026-01-05 22:41:47.735,67,3
cmdyp5iw9000gvw6kau97csiq,CONECTOR BALL LOCK LIQUIDO - ESPIGA NACIONAL,10941,1,No,1,Insumo,Elemento,no-imagen,Conector ball lock para líquido color negro con espiga para salida de cerveza. Tiene en la salida un conducto (espiga) para acoplar manguera de 6 mm de cristal y abrazadera ya sea para conectar a una chopera o tan solo a una canilla. Industria nacional.,2025-08-05 15:31:18.633,2026-01-05 22:41:48.741,71,5
cmdyp7sru000hvw6k8lop7xqd,CONECTOR G ACERO INOX. CON ESPIGAS,75001,1,No,1,Insumo,Elemento,no-imagen,Conector G de acero inoxidable para barriles de cerveza con Válvula de alivio. Incluye espigas tanto para liquido como para gas.,2025-08-05 15:33:04.747,2026-01-05 22:41:49.746,762,1
cmdypaa14000ivw6kfafjge8m,DEFLECTOR PARA LAVADO DE GRANOS - SPARGE,22100,1,No,1,Insumo,Limpieza,https://res.cloudinary.com/drh0qrube/image/upload/v1760558594/Deflector-para-Lavado-de-Granos-_nxq9qy.jpg,Una única entrada golpea en el disco sobre la cama de granos. Distribuye el agua de lavado de manera suave y uniforme. Ayuda a extraer la mayor cantidad de azúcares sin extraer taninos.,2025-08-05 15:35:00.424,2026-01-05 22:41:52.251,632,4
cmdypcqx3000jvw6kywwbmrsb,DETERGENTE ACIDO LIQUIDO X 1 LT - FE112C,12750,1 lt,No,1,Insumo,Limpieza,no-imagen,"El detergente ácido líquido remueve incrustaciones calcáreas (sarro) de los equipos. Abrillanta el Acero Inoxidable, mejorando su aspecto y durabilidad. Combina acción detersiva y ácida dando un alto poder de penetración. Produce soluciones límpidas. Puede usarse en aguas duras. No está recomendado su uso en materiales como el Aluminio o Cobre.",2025-08-05 15:36:55.623,2026-01-05 22:41:53.254,99,5
cmdypg0dp000kvw6khp1w32u2,DETERGENTE ALCALINO EN POLVO FE 129,19038,1,No,1,Insumo,Limpieza,no-imagen,Detergente Alcalino en Polvo apto para limpieza profunda y remoción de residuos sólidos en ollas y recipientes. Especialmente efectivo para la remoción de óxido y suciedad en una sola operación. No apto para Aluminio o Cobre.,2025-08-05 15:39:27.853,2026-01-05 22:41:53.756,755,4
cmdypkbpu000lvw6ka5c6d6v0,DETERGENTE NEUTRO P/ ALUMINIO X 1 KG - FE105,15377,1 kg,No,1,Insumo,Limpieza,no-imagen,"Limpiador de Servicio General apto para ser utilizado en Aluminio. Polvo de Color Blanco con una Alcalinidad total de 32% como óxido de sodio. Ideal para limpieza de equipos cerveceros, fermentadores, botellas, etc.",2025-08-05 15:42:49.171,2026-01-05 22:41:54.258,106,10
cmdypmtvq000mvw6kg1fjd615,DOSIFICADOR DE AZUCAR - 3 MEDIDAS,2635,1,No,1,Insumo,Elemento,https://res.cloudinary.com/drh0qrube/image/upload/v1760558593/Dosificador-de-Az%C3%BAcar_-3-medidas-_nbin6u.jpg,"Dosificador de azúcar con tres medidas para botellas de 330 cc, 500 cc y 750 cc.",2025-08-05 15:44:46.022,2026-01-05 22:41:54.76,113,12
cmdypp0ma000nvw6kpvtd4vqj,MALTA ESCUDO DEL TIEMPO - MALTA NULL LOX,1647,1,No,0,Ingrediente,Malta,https://res.cloudinary.com/drh0qrube/image/upload/v1760558613/Malta-Uma-Null-Lox---Escudo-del-Tiempo-_nqknqj.jpg,"Una nueva malta pilsen nacional, que puede ser utilizada como base para todos los estilos. Sus atributos dominantes son el cereal y lo maltoso. Hecha con una variedad específica de cebada argentina de 2 hileras que por sus características únicas reduce sustancialmente la acción de la enzima lipoxigenasa. Esta enzima es la responsable de la producción de rancidez u oxidación del acido linoleico, el cual se evidencia por la presencia del trasn 2-nonenal , normalmente asociado a la oxidación. Gracias a esto prolonga sustancialmente la duración de su cerveza, protegiendo el sabor y la calidad.",2025-08-05 15:46:28.066,2026-01-05 22:41:55.262,780,0
cmdzy77nm0000vw44k46pwekp,FILTRO DISCO PARA CERVEZA,78358,1,No,1,Insumo,Elemento,no-imagen,"Filtro Disco para Cerveza, de origen italiano. Funciona con gravedad y es ideal para equipos de hasta 60 litros.",2025-08-06 12:32:20.099,2026-01-05 22:41:56.269,136,1
cmdzy9ds40001vw44pyvl8xtw,GELATINA CLARIFICANTE PARA BEBIDAS X 100 GRS.,3707,100 grs,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/drh0qrube/image/upload/v1760558600/Gelatina-Clarificante-100gr-_c3jhgf.jpg,Gelatina Clarificante en frío para Cerveza. Ayuda a precipitar levaduras. Se agrega en el momento de la maduración. Reduce el tiempo de almacenamiento en frío.,2025-08-06 12:34:01.349,2026-01-05 22:41:57.271,140,19
cmdzyb5050002vw44170td43k,GYPSUM X 100 GRS. - SULFATO DE CALCIO,2495,100 grs,No,1,Ingrediente,Ingrediente,no-imagen,"El sulfato de Calcio o Gypsum es un aditivo utilizado para endurecer el agua, bajar el Ph y favorecer la floculación de las levaduras en la fermentación.",2025-08-06 12:35:23.285,2026-01-05 22:41:57.773,142,72
cmdzyg2hq0003vw447zhtl4um,INTI BLONDE ALE COQUENA SIN TACC,5073,Inti,No,1,Cerveza,Blonde,https://res.cloudinary.com/drh0qrube/image/upload/v1760558602/INTI-Coquena_-Blond-Ale.-Cerveza-sin-TACC-_ngron8.jpg,"Ale de color amarillo dorado, cuerpo liviano y amargor bajo con toque de pan tostado y biscocho. Fermentada elaborada con maltas libres de gluten.",2025-08-06 12:39:13.31,2026-01-05 22:41:58.274,775,1
cmdzyl04i0004vw447ousc4zh,INTI CERVEZA IRISH RED SALAMANCA SIN TACC,5073,Inti,No,1,Cerveza,Red,no-imagen,Fermentada elaborada con maltas libres de gluten.,2025-08-06 12:43:03.522,2025-12-16 01:10:08.889,777	,1
cmdzyq6b00005vw44hcwe7e2p,INTI CERVEZA PORTER ALAMAULA SIN TACC,5073,Inti,No,1,Cerveza,Porter,https://res.cloudinary.com/drh0qrube/image/upload/v1760558602/INTI-Almamula_English-Porter.-Cerveza-sin-TACC-_xbdbkp.jpg,"De color marrón con carácter tostado y perfil chocolate, caramelo y malta. Fermentada elaborada con maltas libres de gluten.",2025-08-06 12:47:04.812,2026-01-05 22:41:59.279,776,1
cmdzyswiy0006vw44i3iyhqho,INTI CERVEZA SAISON JAZMIN Y MORAS SIN TACC,6341,Inti,No,1,Cerveza,Saison,no-imagen,Fermentada elaborada con maltas libres de gluten.,2025-08-06 12:49:12.107,2026-01-05 22:41:59.783,778,1
cmdzyvh4m0007vw44qk33c9c8,IRISH MOSS X 100 GRS.,7597,100 grs,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/drh0qrube/image/upload/v1760558600/Clarificante-Irish-Moss-100gr-_kkq6tz.jpg,El Irish Moss es un clarificante para ser agregado al mosto en el momento del hervor. Aumenta la coagulación de proteínas y ayuda a la formación del turbio caliente. Se debe agregar diluido en agua fria cuando resten 10 minutos para finalizar la hora del hervor.,2025-08-06 12:51:12.119,2026-01-05 22:42:00.285,678,53
cmdzywxce0008vw44afv5v2hy,JUNTA BLANCA P/FERMENTADOR TIPO ALL BEER,5568,1,No,0,Insumo,Elemento,no-imagen,Junta blanca que permite el cierre hermético en el Fermentador. Es de suma importancia para asegurar un buen funcionamiento de la levadura en el proceso de fermentación.,2025-08-06 12:52:19.791,2025-09-30 18:55:12.548,143,0
cmdzz20h50009vw448fgiz60t,KIT DE INSUMOS - ESTILO IPA ARGENTINA NACIONAL - 20 LITROS,24739,1,No,1,Kit,IPA,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: IPA. Dorada, amarga y fuerte. Mucha presencia a lúpulos tanto en olor como sabor.",2025-08-06 12:56:17.129,2026-01-05 22:42:00.788,644,1
cmdzz4bgc000avw44s88dppta,KIT DE INSUMOS - ESTILO AMERICAN PALE ALE APA - 20 LITROS,28500,1,No,1,Kit,APA,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: APA. Dorada con aroma a lúpulos frescos, algo frutal en boca y con amargor presente bien balanceado.",2025-08-06 12:58:04.668,2026-01-05 22:42:01.957,146,1
cmdzz73vt000bvw44hwt1wunz,KIT DE INSUMOS - ESTILO BOCK - 20 LITROS,28762,1,No,1,Kit,Lager,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Bock. Lager, carácter fuerte y malteado, con un sabor dulce y alcohol de moderado a alto. Color ámbar, espuma persistente.",2025-08-06 13:00:14.826,2026-01-05 22:42:02.46,779,1
cmdzz8sf1000cvw44vz55w7h4,KIT DE INSUMOS - ESTILO GOLDEN ALE - 20 LITROS,23816,1,No,17,Kit,Golden,https://res.cloudinary.com/drh0qrube/image/upload/v1759430248/KIT_DE_INSUMOS_ESTILO_GOLDEN_ALE_20_LITROS_zoo2vn.webp,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Golden. Dorada cristalina, suave, levemente cítrica y refrescante.",2025-08-06 13:01:33.278,2026-01-05 22:42:02.962,153,1
cmdzzaufd000dvw44p3xuxog3,KIT DE INSUMOS - ESTILO IRISH RED ALE - 20 LITROS,23532,1,No,1,Kit,Red,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Irish Red Ale. Roja, maltosa con notas a tostado y caramelo.",2025-08-06 13:03:09.194,2026-01-05 22:42:03.464,645,1
cmdzzd2ur000evw44squ8movo,KIT DE INSUMOS - ESTILO KOLSH - 20 LITROS,25308,1,No,1,Kit,Kolsh,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Kölsh. De caracter limpio y delicado, frutal y lupulada.",2025-08-06 13:04:53.427,2026-01-05 22:42:03.968,156,1
cmdzzepka000fvw44vplqu48u,KIT DE INSUMOS - ESTILO PORTER - 20 LITROS,24739,1,No,1,Kit,Porter,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Porter. Marrón intensa, notas a caramelo, chocolate, tostado y bizcocho con aroma terroso. Algo amarga.",2025-08-06 13:06:09.515,2026-01-05 22:42:04.469,160,1
cmdzzglqs000gvw44ohapzu1y,KIT DE INSUMOS - ESTILO SCOTTISH - 20 LITROS,23532,1,No,1,Kit,Scottish,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Scottish. Rojiza cristalina, notas a caramelo y toffee con algo de amargor.",2025-08-06 13:07:37.876,2026-01-05 22:42:04.971,162,1
cmdzzj8f5000hvw444m56azvs,KIT DE INSUMOS - ESTILO STOUT - 20 LITROS,25544,1,No,1,Kit,Stout,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Stout. Negra azabache de espuma densa, Notas a tostado, café, chocolate y torrado. Amarga y seca.",2025-08-06 13:09:40.577,2026-01-05 22:42:05.473,163,1
cmdzzlpka000ivw44ppgl6ivu,KIT DE INSUMOS - ESTILO WEISSBIER - 20 LITROS,30053,1,No,1,Kit,Weizen,no-imagen,"Kit para elaborar 20lt de cerveza artesanal. Viene con la malta, la levadura y el lúpulo necesarios, junto con un instructivo. Estilo: Weizen. Cerveza de trigo, espesa, amarillenta y opaca. Notas a clavo de olor y banana. Inicio algo dulce, amargor bajo y final seco.",2025-08-06 13:11:36.106,2026-01-05 22:42:05.974,166,1
cmdzzn6wn000jvw44l55lsotu,LACTOSA X 1 KG.,6570,1 kg,No,1,Ingrediente,Ingrediente,https://res.cloudinary.com/drh0qrube/image/upload/v1760558602/LACTOSA-X-1-KG-_no7aex.jpg,Azúcar no fermentable que otorga cuerpo y dulzor.,2025-08-06 13:12:45.239,2026-01-05 22:42:08.478,167,27
cmdzzq5wk000kvw44zd7je7sy,LEVADURA F-2 X 20 GRS. P/REFERMENTAR BOTELLA,8878,20 grs,No,1,Ingrediente,Levadura,no-imagen,"Seleccionada para fermentación secundaria en botellas y barriles. Asimila azúcares simples, como la glucosa, fructosa, sacarosa y maltosa. No obstante, asimila pequeñas cantidades de maltotriosa, caracterizándose por ser aromá-ticamente neutra, respetando el perfil sensorial de la cerveza base.",2025-08-06 13:15:03.909,2026-01-05 22:42:09.986,182,1
cmdzzs9uq000lvw44mt31hed9,LEVADURA LIQUIDA - AUGUSTINIAN LAW,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Lager de la región bavara, Alemania. Versátil que puede ser empleada para Helles, German Pils, Bock, Dunkel, etc. Otorga un perfil elegante y sutil pero al mismo tiempo cierta complejidad logrando cervezas lagers sumamente delicadas e interesantes.",2025-08-06 13:16:42.338,2025-09-30 19:00:43.592,751,0
cmdzztwvl000mvw445y35tw52,LEVADURA LIQUIDA - BERMONDSEY,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Inglesa, otorga un carácter único a cervezas lupuladas. Genera un gran balance entre su perfil frutal y el final dulce en la cerveza. Logra una sinergía única con los lúpulos en adiciones tardías, obteniendo notas cítricas, frutas tropicales, atributos muy característicos en IPAS y NEIPAs.",2025-08-06 13:17:58.833,2025-09-30 19:00:43.592,710,0
cmdzzvofn000nvw441v3xc7aw,LEVADURA LIQUIDA - HAROLDS CROSS,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Flagship para estilos Irlandeses, balance único para cervezas maltosas, pero al mismo tiempo secas, algo frutales y con una tomabilidad alta. Su amplio rango de temperatura permite encontrar perfiles de ésteres desde muy sutiles a muy pronunciados, proporcional al aumento de la temperatura de fermentación.",2025-08-06 13:19:21.204,2025-09-30 19:00:43.592,753,0
cmdzzxrje000ovw44le7o7ycw,LEVADURA LIQUIDA - LITHUANIAN FUNK,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa particular que combina el perfil farmhouse con ésteres de tipo cítricos, puede exhibir fenoles aunque en una intensidad baja. Ideal para la producción de estilos algo especiados y muy refrescantes. STA1+.",2025-08-06 13:20:58.539,2025-09-30 19:00:43.592,752,0
cme000r5s000pvw44gzqs0kmu,LEVADURA LIQUIDA - NOS PLANTARUM,9614,1,No,0,Ingrediente,Levadura,no-imagen,Blend de Lactobacillus para lograr un perfil de acidez único y a una velocidad muy alta. Permite emplearse en un amplio rango de temperaturas.,2025-08-06 13:23:18.016,2025-09-30 19:00:43.592,754,0
cme003g5l000qvw44t32fl9p5,LEVADURA LIQUIDA - SONORA AGAIN,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Lager, se destaca por producir cervezas considerablemente refrescantes de alta tomabilidad, chispeantes y con un crip muy agradable.",2025-08-06 13:25:23.722,2025-09-30 19:00:43.592,750,0
cme004l7x000rvw44d7ml4wcv,LEVADURA LIQUIDA - VANN KVEIK,9832,1,No,7,Ingrediente,Levadura,no-imagen,"Cepa Kveik que logra cervezas limpias en temperaturas superiores, ideal para los que no tienen control de temperatura. De perfil Lager con su característico crisp y tomabilidad, sin los largos tiempos de espera.",2025-08-06 13:26:16.941,2026-01-05 22:42:10.993,723,1
cme005xb5000svw44nl9cfr7y,LEVADURA LIQUIDA - DRS FAVOURITE,9614,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Lager alemana, logra perfiles sutiles con una performance extremadamente robusta. Super amigable para el trabajo en fábrica, por lo que es elegida como House Lager Strain en muchas cervecerías.",2025-08-06 13:27:19.266,2025-09-30 19:00:43.592,712,0
cme0079hs000tvw44h5m691m0,LEVADURA LIQUIDA - SAN LUIS OBISPO,9832,1,No,0,Ingrediente,Levadura,no-imagen,"Cepa Californiana, perfil neutro y limpio, con una inoculación por sobre la media en comparación con sus similares. Esta cepa, puede producir cervezas que van desde cuerpo bajo a medio, un perfil de ésteres sutiles según la temperatura, pitchrate y oxigenación seleccionada. Excelente opción para IPAs, APAs Cream/Golden Ales, American Stouts, American Amber.",2025-08-06 13:28:21.712,2026-01-05 22:42:11.497,711,0
cme008xru000uvw44897e2q5s,LEVADURA S-04 X 100 GRS.,34273,100 grs,No,1,Ingrediente,Levadura,no-imagen,"Levadura English Ale, perfil de fermentación rápido. Notas afrutadas y florales bien equilibradas. Debido a su poder de floculación, tiende a producir cervezas con mayor claridad. Ideal para una amplia gama de ales americanas e inglesas incluidas las cervezas muy lupuladas y está especialmente adaptada a las cervezas acondicionadas en barril y a las fermentadas en tanques cilindro-cónicos.",2025-08-06 13:29:39.834,2025-12-16 01:10:08.889,192,1
